Intake number,Address,Manual Status,Status,Verification
1372,6833 CLARK RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1373,533 ROBERTS RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1374,5709 SCOTTWOOD RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1375,4333 Pentz rd #19a Paradise CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1376,6101 BOWMAN DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1377,6494 LOYOLA CT MAGALIA CA 95954,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
1378,1248 DEER LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1379,869 central park dr #3	Paradise	CA 95969,Destroyed (>50%),Destroyed (>50%),match
1380,1422 KELLER LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1381,5498 feather river pl paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1382,6369 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1383,894 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1384,6508 ROCKY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1385,6092 CLIFF DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1386,6092 CLIFF DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1387,5776 BLACK OLIVE DR #2 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1388,3736 NEAL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1389,1343 TAYLOR LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1390,13473 HOGRANCH RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1391,730 SUNSET DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1392,5965 MCCLAIN LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1393,13473 HOGRANCH RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1394,5930 CAMINO LN #4 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1395,1756 SUNRISE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1396,14761 CARNEGIE RD MAGALIA CA 95954,,No Visible Damage,unverified
1397,6508 ROCKY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1398,2426 Wheelock Rd #A1 Oroville CA 95969,,No Visible Damage,unverified
1399,1892 DRENDEL CIR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1400,561 BOQUEST BLVD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1401,5844 JAMES DR #B PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1402,2426 SHERLOCK RD #A 1 BUTTER VALLEY CA 95965,,Uncertain (Nearby features vary in damage),unverified
1403,6370 MURRAY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1404,1397 FOREST SERVICE RD PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
1405,14360 SKWY #b-3 MAGALIA CA 95956,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1406,7726 SKWY #45 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1407,1531 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1408,6000 Maxwell dr #f Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1409,6582 ROCKY LN #22 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1410,6145 R ISLEY LN PARADISE CA 95969,,Destroyed (>50%),unverified
1411,480 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1412,6490 SIMON WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1413,5327 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1414,6567 CENTER PINE DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1415,2920 CLARK RD #B13 OROVILLE CA 95965,No Visible Damage,No Visible Damage,match
1416,1137D NOFFSINGER LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
1417,5245 Xeno Pl Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1418,5275 California way Paradise CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1419,3934 HIGH RIDGE CT OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1420,7974 SKWY #4 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1421,1354 ELLIOTT RD #26 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1422,13986 dobbs ct Magalia CA 95954,No Visible Damage,Destroyed (>50%),mismatch
1423,129 POINT WEST DR PARADISE CA 95969,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
1424,6256 PEBBLE LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1425,14360 Decatur dr Magalia CA 95954,Destroyed (>50%),Destroyed (>50%),match
1426,1421 powell ln Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1427,460 BOAZ LN PARADISE CA 95969,,Destroyed (>50%),unverified
1428,3606 NEAL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1429,5916 KIBLER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1430,3242 NEAL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1431,5666 JEWEL RD PARADISE CA CA95969,Destroyed (>50%),Destroyed (>50%),match
1432,1192 BILLE RD PATADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
1433,5577 NEWLAND RD PARADISE CA 95969,,Destroyed (>50%),unverified
1434,13507 SOUTH PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1435,584 OAKWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1436,14756 BRIDGER CT MAGALIA CA 95954,,No Visible Damage,unverified
1437,11561 NELSON BAR RD OROVILLE CA 95965,,Uncertain (Nearby features vary in damage),unverified
1438,1840 MOSURE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1439,5848 JAMES DR #C PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1440,1366 1/2 ELLIOT RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1441,13205 SURCEASE MINE RD OROVILLE CA 95965,No Visible Damage,No Visible Damage,match
1442,777 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1443,4477 Sierra Del Sol Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1444,15184 SIWINI RD FORESTRENCH CA 95942,,No Visible Damage,unverified
1445,5574 ANGEL DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1446,5421 S LIBBY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1447,14096 WYCLIFF WAY MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1448,14709 HOLMWOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
1449,5548NEWLAND RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1450,12975 YANA TRL OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1451,CHAPMAN LN #6738 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1452,5421 S LIBBY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1453,3863 WINDERMERE LN Oroville ca 9596522,Destroyed (>50%),Destroyed (>50%),match
1454,13652 YAHI CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1455,774 Birch ST Paradise CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1456,13743 Endicott Magalia CA 95954,Destroyed (>50%),Destroyed (>50%),match
1457,1580 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1458,13660 SKWY Magalia CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1459,5842 JAMES DR #B PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1460,4095 FREEDOM RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1461,1045 HONEY RUN RD CHICO CA 95928,Destroyed (>50%),Destroyed (>50%),match
1462,6387 GRAHAM RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1463,5510 CLARK RD #32 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1464,1580 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1465,1580 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1466,14768 DENISE DR MAGALIA CA 95954,No Visible Damage,No Visible Damage,match
1467,6323 FOREST LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
1468,6725 INDIAN DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1469,941 THELMA CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1470,1056 MAPLE PARK DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1471,13206 ASTORIA WAY oroville CA 95965,,Uncertain (Nearby features vary in damage),unverified
1472,5594 SIERRA WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1473,5054 MALIBU DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1474,281 KEFFER LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1475,5491 Edgewood ln Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1476,4279 BIG BeND RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1477,13805 ANDOVER DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1478,13805 ANDOVER DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1479,6075 Patsy Ct Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1480,6280 PENTAGON RD #46 PARADISE CA 95969,,Destroyed (>50%),unverified
1481,4758 SKWY #2 PARADISE CA 95969,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
1482,374 Circlewood DR Paradise CA 95969,,Uncertain (Nearby features vary in damage),unverified
1483,1520 ROSEMARY CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1484,13778 SUGAR PINE DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1485,6098 CLARK RD #3 PARADISE CA 95969,,Destroyed (>50%),unverified
1486,322 ROE RD PARADISE CA 95969,,Destroyed (>50%),unverified
1487,14764 COLTER WAY MAGALIA CA 95954,No Visible Damage,No Visible Damage,match
1488,14148 NORWICH CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1489,1871 VINEYARD DR PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1490,1466 KRISTIN CT PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1491,6121 N LEIIBBY RD PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
1492,895 BILLIE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1493,1961 DEAN RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1494,6689 Ishi Dr #B Magalia CA 95954,Destroyed (>50%),Destroyed (>50%),match
1495,5905 OLIVER RD #9 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1496,5735 SHADY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1497,12474 JORDEN HILL RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1498,13946 CARVER DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1499,6094 BOWLES BLVD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1500,1617WALNUT LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1501,143 VALLEY RIDGE DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1502,5005 ARDEN WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1503,6292 OAK WAY PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1504,7726 SKWY #51 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1505,1037 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1506,5873 COPELAND RD #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1507,12474 JORDAN HL OROVILLE CA 95965,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
1508,14633 CARNEGIE RD MAGALIA CA 95954,,No Visible Damage,unverified
1509,393 CIRCLEWOOD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1510,419 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1511,6118 CLARK RD #4 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1512,5799 WILDWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1513,16950 SKWY STIRLING CITY CA 95978,,No Visible Damage,unverified
1514,6920 CLARK RD #54 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1515,473 HORSESHOE HILL DR #2 PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
1516,605 ROE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1517,5600 BROOKSIDE AVE PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1518,926 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1519,6001 sawmill RD Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1520,6001 sawmill RD Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1521,13482CIRBY CRK OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1522,7726 SKWY #18 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1523,6710 INDIAN DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1524,517 FIR ST PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1525,7726 SKWY #28 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1526,6241 LIND LN PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
1527,1421 LIBERTY PARK LN PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1528,5406 HICKORY WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1529,1758 MERRILL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1530,5021 RUSSELL DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1531,6265 ARTHUR CT MAGALIA CA 95991,Destroyed (>50%),Destroyed (>50%),match
1532,5898 KIBLER RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1533,1433 BENNETT RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1534,708 EDWARDS LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1535,6010 PECK LN #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1536,5463 FOSTER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1537,13734 SUGAR PINE DR MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1538,5440 JENSEN CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1539,8621 SKWY #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1540,1399 NB LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1541,1650 HUCKA LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1542,5636 NEWLAND RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1543,5462 FILBERT ST PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1544,6630 QUAIL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1545,6179 BOWMAN DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1546,1305 NUNNELEY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1547,6710 MACHUGA LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1548,1305 NUNNELEY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1549,5824 TULIP LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1550,999 CENTRAL PARK DR PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
1551,3731 WHITE SPRINGS RD PARADISE CA 95969,No Visible Damage,No Visible Damage,match
1552,13674 W PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1553,5824 TULIP LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1554,5824 TULIP LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1555,14124 WINGATE CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1556,1390 SALISBUTY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1557,3667 DION RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1558,770 EAST OAK ST PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1559,5590 FOLAND RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1560,5915 DEBBIE LN PARADISE95969 CA 95969,Destroyed (>50%),Destroyed (>50%),match
1561,1620 TIMBER LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1562,2385 STERNS RD PARADISE CA 95969,,Destroyed (>50%),unverified
1563,6377 GLENDALE DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1564,795 ELLIOTT RD #A PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1565,13550 S PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1566,6650 MYRTLE WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1567,1250 Elliott RD #9 Paradise CA 95969,,Uncertain (Nearby features vary in damage),unverified
1568,8837 SKWY #A PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1569,1425 ANDREA LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1570,679 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1571,5741 JAMIE LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1572,452 ELDRIDGE DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1573,5226 ROYAL CANYON LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1574,14360 SKWY #c7 MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1575,5891 DEL MAR AVE PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1576,7726 SKWY #13 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1577,976 WAGGONER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1578,1200 ALTA CEDAR LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1579,6388 HARVEY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1580,14360 SKWY #a5 MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1581,13341 CONCOW RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1582,1518 WARREN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1583,1040 buschmaN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1584,1040 buschmaN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1585,5617 SCOTTWOOD RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1586,5960 CRESTVIEW DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1587,6390 Skwy  Paradise CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1588,9289 SKWY #73 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1589,13609 SOUTHPARK DR MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1590,5603 Mallan Ln Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
1591,1381 NUNNELEY RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1592,137 COAST RANGE LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1593,5114 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1594,6220 FOREST LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1595,10239 TIMBER COVE WAY Oroville ca 95965,,No Visible Damage,unverified
1596,745 FIR ST PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1597,1867 Stearns rd Paradise CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
1598,13763 S PARK AVE MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
1599,1364 HONEY RUN RD CHICO CA 95928,Destroyed (>50%),Destroyed (>50%),match
1600,14360 SKWY #b8 MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
1601,14142 NORWICH CIR MAGALIA CA 95954-9410,Destroyed (>50%),Destroyed (>50%),match
1602,1080 Buschmann #14 Paradise CA 95969,Destroyed (>50%),No Visible Damage,mismatch
1603,6675 TWIN OAKS DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1604,937 DEER CREEK LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
1605,5471 s libby rd Paradise CA 95969,Destroyed (>50%),No Visible Damage,mismatch
