Intake #,Full Addr,Damage,Notes,Reviewer,interactive map,http://calfire-forestry.maps.arcgis.com/apps/webappviewer/index.html?id=5306cc8cf38c4252830a38d467d33728&extent=-13547810.5486%2C4824920.1673%2C-13518764.4778%2C4841526.1117%2C102100,Street,City,State,Zipcode,temp,Intake #
647,4243 PINE CLUSTER LN OROVILLE CA 95965,Destroyed (>50%),,Bob,,,4243 PINE CLUSTER LN,OROVILLE,CA,95965,4243 PINE CLUSTER LN OROVILLE,647
648,2342 STEARNS RD PARADISE CA 95969,Destroyed (>50%),Addr#567,dup,,,2342 STEARNS RD,PARADISE,CA,95969,2342 STEARNS RD PARADISE,648
649,921 CENTRAL PARK DR PARADISE CA 95969,Destroyed (>50%),,Bob,,,921 CENTRAL PARK DR,PARADISE,CA,95969,921 CENTRAL PARK DR PARADISE,649
650,13774 W PARK DR MAGALIA CA 95954,Destroyed (>50%),,Bob,,,13774 W PARK DR,MAGALIA,CA,95954,13774 W PARK DR MAGALIA,650
651,5674 SKWY #A Paradise CA 95969,Destroyed (>50%),,,,,5674 SKWY #A,Paradise,CA,95969,5674 SKWY #A Paradise,651
652,6774 QUAIL WAY #A PARADISE CA 95969,Destroyed (>50%),not exact match to a structure but nearby houses are damaged,,,,6774 QUAIL WAY #A,PARADISE,CA,95969,6774 QUAIL WAY #A PARADISE,652
653,14060 PINELAND CIR MAGALIA CA 95954,Destroyed (>50%),,,,,14060 PINELAND CIR,MAGALIA,CA,95954,14060 PINELAND CIR MAGALIA,653
654,5869 CRESTVIEW DR PARADISE CA 95969,Destroyed (>50%),,,,,5869 CRESTVIEW DR,PARADISE,CA,95969,5869 CRESTVIEW DR PARADISE,654
655,6288 Dimitri Ct Magalia CA 95954,Destroyed (>50%),,,,,6288 Dimitri Ct,Magalia,CA,95954,6288 Dimitri Ct Magalia,655
656,13884 OLIVET DR MAGALIA CA 95954,Destroyed (>50%),,Bob,,,13884 OLIVET DR,MAGALIA,CA,95954,13884 OLIVET DR MAGALIA,656
657,6360 LUCKYJOHN RD PARADISE CA 96969,Destroyed (>50%),,Bob,,,6360 LUCKYJOHN RD,PARADISE,CA,96969,6360 LUCKYJOHN RD PARADISE,657
658,11123 YANKEE VISTA CIR Oroville ca 95965,Destroyed (>50%),,Bob,,,11123 YANKEE VISTA CIR,Oroville,CA,95965,11123 YANKEE VISTA CIR Oroville,658
659,14282 SINCLAIR CIR MAGALIA CA 95854,,no data/assessment yet ,CC Hwang,,,14282 SINCLAIR CIR,MAGALIA,CA,95854,14282 SINCLAIR CIR MAGALIA,659
660,1234 BENNETT RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1234 BENNETT RD,PARADISE,CA,95969,1234 BENNETT RD PARADISE,660
661,5268 CALIFORNIA WAY PARADISE CA 95969,Destroyed (>50%),Addr#362,CC Hwang,,,5268 CALIFORNIA WAY,PARADISE,CA,95969,5268 CALIFORNIA WAY PARADISE,661
662,6509 DAPHNE LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6509 DAPHNE LN,PARADISE,CA,95969,6509 DAPHNE LN PARADISE,662
663,14082 DREXEL DR MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,14082 DREXEL DR,MAGALIA,CA,95954,14082 DREXEL DR MAGALIA,663
664,3569 CONNIE CIR #D PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,3569 CONNIE CIR #D,PARADISE,CA,95969,3569 CONNIE CIR #D PARADISE,664
665,1685 AMBERWOOD TER PARADISE CA 95969,Destroyed (>50%),Addr#587,CC Hwang,,,1685 AMBERWOOD TER,PARADISE,CA,95969,1685 AMBERWOOD TER PARADISE,665
666,5084 PENTZ RD #38 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5084 PENTZ RD #38,PARADISE,CA,95969,5084 PENTZ RD #38 PARADISE,666
667,15145 JACK PINE WAY MAGALIA CA 95954,,no data/assessment yet ,CC Hwang,,,15145 JACK PINE WAY,MAGALIA,CA,95954,15145 JACK PINE WAY MAGALIA,667
668,6564 ROSEWOOD DR MAGALIA CA 95954,,no data/assessment yet ,CC Hwang,,,6564 ROSEWOOD DR,MAGALIA,CA,95954,6564 ROSEWOOD DR MAGALIA,668
669,1887 MERRILL RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1887 MERRILL RD,PARADISE,CA,95969,1887 MERRILL RD PARADISE,669
670,6310 JANINE CT MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,6310 JANINE CT,MAGALIA,CA,95954,6310 JANINE CT MAGALIA,670
671,13997 STETSON CT MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,13997 STETSON CT,MAGALIA,CA,95954,13997 STETSON CT MAGALIA,671
672,835 FAWNDALE LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,835 FAWNDALE LN,PARADISE,CA,95969,835 FAWNDALE LN PARADISE,672
673,6920 Clark Rd #2 Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,6920 Clark Rd #2,Paradise,CA,95969,6920 Clark Rd #2 Paradise,673
674,4258 Rocky Ridge Ct Paradise CA 95969,Affected (1-9%),,CC Hwang,,,4258 Rocky Ridge Ct,Paradise,CA,95969,4258 Rocky Ridge Ct Paradise,674
675,14869 MASTERSON WAY MAGALIA CA 95954,,no data/assessment yet ,CC Hwang,,,14869 MASTERSON WAY,MAGALIA,CA,95954,14869 MASTERSON WAY MAGALIA,675
676,1395 FOREST SERVICE RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1395 FOREST SERVICE RD,PARADISE,CA,95969,1395 FOREST SERVICE RD PARADISE,676
677,6920 Clark Rd #42 Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,6920 Clark Rd #42,Paradise,CA,95969,6920 Clark Rd #42 Paradise,677
678,2321 HONEY RUN RD #40 CHICO CA 95928,Destroyed (>50%),,CC Hwang,,,2321 HONEY RUN RD #40,CHICO,CA,95928,2321 HONEY RUN RD #40 CHICO,678
679,5619 SAWMILLL RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5619 SAWMILLL RD,PARADISE,CA,95969,5619 SAWMILLL RD PARADISE,679
680,374 SPANISH GARDEN DR CHICO CA 95928,No Visible Damage,,CC Hwang,,,374 SPANISH GARDEN DR,CHICO,CA,95928,374 SPANISH GARDEN DR CHICO,680
681,6235 JOPLIN CT MAGELIA CA 95954,Destroyed (>50%),,CC Hwang,,,6235 JOPLIN CT,MAGELIA,CA,95954,6235 JOPLIN CT MAGELIA,681
682,5190 Scottwood Rd Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,5190 Scottwood Rd,Paradise,CA,95969,5190 Scottwood Rd Paradise,682
683,14360 SKWY #A7 MAGALIA CA 95954,No Visible Damage,,CC Hwang,,,14360 SKWY #A7,MAGALIA,CA,95954,14360 SKWY #A7 MAGALIA,683
684,1230 ELLIOTT RD #26 PARADISE CA 95969,Destroyed (>50%),Addr#118,,,,1230 ELLIOTT RD #26,PARADISE,CA,95969,1230 ELLIOTT RD #26 PARADISE,684
685,14144 CITADEL WAY MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,14144 CITADEL WAY,MAGALIA,CA,95954,14144 CITADEL WAY MAGALIA,685
686,14731 WOOD DR #A MAGALIA CA 95954,,no data/assessment yet ,CC Hwang,,,14731 WOOD DR #A,MAGALIA,CA,95954,14731 WOOD DR #A MAGALIA,686
687,1758 STEARNS RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1758 STEARNS RD,PARADISE,CA,95969,1758 STEARNS RD PARADISE,687
688,1650 LOG CABIN LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1650 LOG CABIN LN,PARADISE,CA,95969,1650 LOG CABIN LN PARADISE,688
689,1217 LURENA LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1217 LURENA LN,PARADISE,CA,95969,1217 LURENA LN PARADISE,689
690,1319 HONEYRUN RD CHICO CA 95928,Destroyed (>50%),,CC Hwang,,,1319 HONEYRUN RD,CHICO,CA,95928,1319 HONEYRUN RD CHICO,690
691,5531 FLORAL LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5531 FLORAL LN,PARADISE,CA,95969,5531 FLORAL LN PARADISE,691
692,9289 SKWY #47 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,9289 SKWY #47,PARADISE,CA,95969,9289 SKWY #47 PARADISE,692
693,5554 FOLAND RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5554 FOLAND RD,PARADISE,CA,95969,5554 FOLAND RD PARADISE,693
694,6243 WESLEYAN CT MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,6243 WESLEYAN CT,MAGALIA,CA,95954,6243 WESLEYAN CT MAGALIA,694
695,1080 PEARSON RD #15 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1080 PEARSON RD #15,PARADISE,CA,95969,1080 PEARSON RD #15 PARADISE,695
696,1080 PEARSON RD #20 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1080 PEARSON RD #20,PARADISE,CA,95969,1080 PEARSON RD #20 PARADISE,696
697,506 FRIENDLY WAY PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,506 FRIENDLY WAY,PARADISE,CA,95969,506 FRIENDLY WAY PARADISE,697
698,190 SUTTER RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,190 SUTTER RD,PARADISE,CA,95969,190 SUTTER RD PARADISE,698
699,840 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,840 ELLIOTT RD,PARADISE,CA,95969,840 ELLIOTT RD PARADISE,699
700,9289 SKWY #85 PARADISE CA 95969,Destroyed (>50%),,Ryan,,,9289 SKWY #85,PARADISE,CA,95969,9289 SKWY #85 PARADISE,700
701,5871 COPELAND RD #A PARADISE CA 95969,Destroyed (>50%),,Ryan,,,5871 COPELAND RD #A,PARADISE,CA,95969,5871 COPELAND RD #A PARADISE,701
702,6674 PENTZ RD #141 PARADISE CA 95969,Destroyed (>50%),,Ryan,,,6674 PENTZ RD #141,PARADISE,CA,95969,6674 PENTZ RD #141 PARADISE,702
703,5367 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),,Ryan,,,5367 EDGEWOOD LN,PARADISE,CA,95969,5367 EDGEWOOD LN PARADISE,703
704,5911 OLIVER RD PARADISE CA 95969,Destroyed (>50%),,Ryan,,,5911 OLIVER RD,PARADISE,CA,95969,5911 OLIVER RD PARADISE,704
705,13810 SPARK DR MAGAILIA CA 95954,,,Ryan,,,13810 SPARK DR,MAGAILIA,CA,95954,13810 SPARK DR MAGAILIA,705
706,14839 HUMBUG DR MAGALIA CA 95954,No Visible Damage,,Ryan,,,14839 HUMBUG DR,MAGALIA,CA,95954,14839 HUMBUG DR MAGALIA,706
707,5554 FOLAND RD PARADISE CA 95969,Destroyed (>50%),Addr#693,,,,5554 FOLAND RD,PARADISE,CA,95969,5554 FOLAND RD PARADISE,707
708,13575 SKWY PARADISE CA 95969,Destroyed (>50%),,Ryan,,,13575 SKWY,PARADISE,CA,95969,13575 SKWY PARADISE,708
709,1354 ELIOTT RD #29 PARADISE CA 95969,Destroyed (>50%),,Ryan,,,1354 ELIOTT RD #29,PARADISE,CA,95969,1354 ELIOTT RD #29 PARADISE,709
710,7209 SKWY #17 PARADISE CA 95969,Destroyed (>50%),,Ryan,,,7209 SKWY #17,PARADISE,CA,95969,7209 SKWY #17 PARADISE,710
711,6703 ISHI DR MAGALIA CA 95954,Destroyed (>50%),,Ryan,,,6703 ISHI DR,MAGALIA,CA,95954,6703 ISHI DR MAGALIA,711
712,1481 SUN MNR #B PARADISE CA 95969,Destroyed (>50%),,Ryan,,,1481 SUN MNR #B,PARADISE,CA,95969,1481 SUN MNR #B PARADISE,712
713,1340 BILLE RD #4 PARADISE CA 95969,Destroyed (>50%),,Ryan,,,1340 BILLE RD #4,PARADISE,CA,95969,1340 BILLE RD #4 PARADISE,713
714,5659 Middle Libby Rd Paradise CA 95969,Destroyed (>50%),Addr#597,,,,5659 Middle Libby Rd,Paradise,CA,95969,5659 Middle Libby Rd Paradise,714
715,14308 CARNEGIE RD MAGALIA CA 95954,No Visible Damage,,Ryan,,,14308 CARNEGIE RD,MAGALIA,CA,95954,14308 CARNEGIE RD MAGALIA,715
716,1721 TIMBERWALK WAY PARADISE CA 95969,Destroyed (>50%),,Ryan,,,1721 TIMBERWALK WAY,PARADISE,CA,95969,1721 TIMBERWALK WAY PARADISE,716
717,1605 RAYLINN LN PARADISE CA 95969,Destroyed (>50%),,Ryan,,,1605 RAYLINN LN,PARADISE,CA,95969,1605 RAYLINN LN PARADISE,717
718,5526 PALOMA AVE #C PARADISE CA 95969,Destroyed (>50%),,Ryan,,,5526 PALOMA AVE #C,PARADISE,CA,95969,5526 PALOMA AVE #C PARADISE,718
719,6319 SKWY #A PARADISE CA 95969,Minor (10-25%),,Ryan,,,6319 SKWY #A,PARADISE,CA,95969,6319 SKWY #A PARADISE,719
720,1300 BENNETT RD PARADISE CA 95969,Destroyed (>50%),,Ryan,,,1300 BENNETT RD,PARADISE,CA,95969,1300 BENNETT RD PARADISE,720
721,5415 BLACK OLIVE DR PARADISE CA 95969,Destroyed (>50%),,Ryan,,,5415 BLACK OLIVE DR,PARADISE,CA,95969,5415 BLACK OLIVE DR PARADISE,721
722,5896 PINEVIEW DR PARADISE CA 95969,Destroyed (>50%),,Ryan,,,5896 PINEVIEW DR,PARADISE,CA,95969,5896 PINEVIEW DR PARADISE,722
723,13789 GRANADA DR MAGALIA CA 95954,Destroyed (>50%),,Ryan,,,13789 GRANADA DR,MAGALIA,CA,95954,13789 GRANADA DR MAGALIA,723
724,434 CIRCLEWOOD DR PARADISE CA 95969,Destroyed (>50%),,Ryan,,,434 CIRCLEWOOD DR,PARADISE,CA,95969,434 CIRCLEWOOD DR PARADISE,724
725,7162 BEVERLY LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,7162 BEVERLY LN,PARADISE,CA,95969,7162 BEVERLY LN PARADISE,725
726,1470 TEABERRY LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1470 TEABERRY LN,PARADISE,CA,95969,1470 TEABERRY LN PARADISE,726
727,552 CASTLE DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,552 CASTLE DR,PARADISE,CA,95969,552 CASTLE DR PARADISE,727
728,5237 COUNTRY CLUB DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,5237 COUNTRY CLUB DR,PARADISE,CA,95969,5237 COUNTRY CLUB DR PARADISE,728
729,7162 BEVERLY LN PARADISE CA 95969,,Addr#725,,,,7162 BEVERLY LN,PARADISE,CA,95969,7162 BEVERLY LN PARADISE,729
730,1381 LANDS END PARADISE CA 95969,Destroyed (>50%),,Leon,,,1381 LANDS END,PARADISE,CA,95969,1381 LANDS END PARADISE,730
731,1763 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,1763 WAGSTAFF RD,PARADISE,CA,95969,1763 WAGSTAFF RD PARADISE,731
732,527 LIKENS LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,527 LIKENS LN,PARADISE,CA,95969,527 LIKENS LN PARADISE,732
733,6280 PENTZ RD #22 PARADISE CA 95969,Destroyed (>50%),,Leon,,,6280 PENTZ RD #22,PARADISE,CA,95969,6280 PENTZ RD #22 PARADISE,733
734,6683 WOODLAND DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,6683 WOODLAND DR,PARADISE,CA,95969,6683 WOODLAND DR PARADISE,734
735,7159 PENTZ RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,7159 PENTZ RD,PARADISE,CA,95969,7159 PENTZ RD PARADISE,735
736,1164 SAPPHIRE LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1164 SAPPHIRE LN,PARADISE,CA,95969,1164 SAPPHIRE LN PARADISE,736
737,5921 CAMINO LN #16 PARADISE CA 95969,No Visible Damage,,Leon,,,5921 CAMINO LN #16,PARADISE,CA,95969,5921 CAMINO LN #16 PARADISE,737
738,14290 SKWY MAGALIA CA 95954,Destroyed (>50%),,Leon,,,14290 SKWY,MAGALIA,CA,95954,14290 SKWY MAGALIA,738
739,5364 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,5364 EDGEWOOD LN,PARADISE,CA,95969,5364 EDGEWOOD LN PARADISE,739
740,5787 BONNIE LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,5787 BONNIE LN,PARADISE,CA,95969,5787 BONNIE LN PARADISE,740
741,13531 W PARK DR MAGALIA CA 95954,Destroyed (>50%),,Leon,,,13531 W PARK DR,MAGALIA,CA,95954,13531 W PARK DR MAGALIA,741
742,6906 CLARK RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,6906 CLARK RD,PARADISE,CA,95969,6906 CLARK RD PARADISE,742
743,6091 MAXWOOD DR PARADISE CA 95969,No Visible Damage,,Leon,,,6091 MAXWOOD DR,PARADISE,CA,95969,6091 MAXWOOD DR PARADISE,743
744,6674 PENTZ RD #50 PARADISE CA 95969,Destroyed (>50%),,Leon,,,6674 PENTZ RD #50,PARADISE,CA,95969,6674 PENTZ RD #50 PARADISE,744
745,1340 SEQUOIA CT PARADISE CA 95969,Destroyed (>50%),,Leon,,,1340 SEQUOIA CT,PARADISE,CA,95969,1340 SEQUOIA CT PARADISE,745
746,1892 DRENDEL CIR PARADISE CA 95969,Destroyed (>50%),,Leon,,,1892 DRENDEL CIR,PARADISE,CA,95969,1892 DRENDEL CIR PARADISE,746
747,6569 FIRLAND DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,6569 FIRLAND DR,PARADISE,CA,95969,6569 FIRLAND DR PARADISE,747
748,1429 W DOTTIE LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1429 W DOTTIE LN,PARADISE,CA,95969,1429 W DOTTIE LN PARADISE,748
749,1077 SHADOWBROOK WAY #5  PARADISE CA 95969,No Visible Damage,,Leon,,,1077 SHADOWBROOK WAY #5 ,PARADISE,CA,95969,1077 SHADOWBROOK WAY #5  PARADISE,749
750,14147 RACINE CIR MAGELIA CA 95954,Destroyed (>50%),,Leon,,,14147 RACINE CIR,MAGELIA,CA,95954,14147 RACINE CIR MAGELIA,750
751,5844 A JAMES DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,5844 A JAMES DR,PARADISE,CA,95969,5844 A JAMES DR PARADISE,751
752,1825 FOREST GLN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1825 FOREST GLN,PARADISE,CA,95969,1825 FOREST GLN PARADISE,752
753,5123 FEATHER ROCK CT PARADISE CA 95969,Destroyed (>50%),,Leon,,,5123 FEATHER ROCK CT,PARADISE,CA,95969,5123 FEATHER ROCK CT PARADISE,753
754,572 OAKWOOD LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,572 OAKWOOD LN,PARADISE,CA,95969,572 OAKWOOD LN PARADISE,754
755,1619 NELSON LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1619 NELSON LN,PARADISE,CA,95969,1619 NELSON LN PARADISE,755
756,6524 PONDEROSA WAY MAGALIA CA 95954,Destroyed (>50%),,Leon,,,6524 PONDEROSA WAY,MAGALIA,CA,95954,6524 PONDEROSA WAY MAGALIA,756
757,13790 SKWY RD #c MAGALIA CA 95954,Destroyed (>50%),,Leon,,,13790 SKWY RD #c,MAGALIA,CA,95954,13790 SKWY RD #c MAGALIA,757
758,40 TOBIN CT Oroville CA 95965,,no data/assessment yet ,Leon,,,40 TOBIN CT,Oroville,CA,95965,40 TOBIN CT Oroville,758
759,5723 REED LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,5723 REED LN,PARADISE,CA,95969,5723 REED LN PARADISE,759
760,14789 DEL ORO DR MAGALIA CA 95954,,no data/assessment yet ,Leon,,,14789 DEL ORO DR,MAGALIA,CA,95954,14789 DEL ORO DR MAGALIA,760
761,900 Thomasson Ln Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,900 Thomasson Ln,Paradise,CA,95969,900 Thomasson Ln Paradise,761
762,862 PEARSON RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,862 PEARSON RD,PARADISE,CA,95969,862 PEARSON RD PARADISE,762
763,14773 MAGNOLIA DR MAGALIA CA 95954,,no data/assessment yet ,CC Hwang,,,14773 MAGNOLIA DR,MAGALIA,CA,95954,14773 MAGNOLIA DR MAGALIA,763
764,7974 SKWY #19 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,7974 SKWY #19,PARADISE,CA,95969,7974 SKWY #19 PARADISE,764
765,4735 BLUE SHIRT DR CHICO CA 95928,Destroyed (>50%),,CC Hwang,,,4735 BLUE SHIRT DR,CHICO,CA,95928,4735 BLUE SHIRT DR CHICO,765
766,14749 NORTHWOOD DR MAGALIA CA 95954,,no data/assessment yet ,CC Hwang,,,14749 NORTHWOOD DR,MAGALIA,CA,95954,14749 NORTHWOOD DR MAGALIA,766
767,1428 SLEEPY HOLLOW LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1428 SLEEPY HOLLOW LN,PARADISE,CA,95969,1428 SLEEPY HOLLOW LN PARADISE,767
768,6269 OAK WAY PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6269 OAK WAY,PARADISE,CA,95969,6269 OAK WAY PARADISE,768
769,6383 Oak Way #3 Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,6383 Oak Way #3,Paradise,CA,95969,6383 Oak Way #3 Paradise,769
770,718 WINDING WAY PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,718 WINDING WAY,PARADISE,CA,95969,718 WINDING WAY PARADISE,770
771,15123 SKWY #b MAGALIA CA 95954,,no data/assessment yet ,CC Hwang,,,15123 SKWY #b,MAGALIA,CA,95954,15123 SKWY #b MAGALIA,771
772,5081 WILDERNESS WAY #C12 PARADISE CA 93969,Destroyed (>50%),,CC Hwang,,,5081 WILDERNESS WAY #C12,PARADISE,CA,93969,5081 WILDERNESS WAY #C12 PARADISE,772
773,1206 NUNNELEY RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1206 NUNNELEY RD,PARADISE,CA,95969,1206 NUNNELEY RD PARADISE,773
774,482 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,482 VALLEY VIEW DR,PARADISE,CA,95969,482 VALLEY VIEW DR PARADISE,774
775,5380 S Libby Rd Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,5380 S Libby Rd,Paradise,CA,95969,5380 S Libby Rd Paradise,775
776,5651 CHERRY LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5651 CHERRY LN,PARADISE,CA,95969,5651 CHERRY LN PARADISE,776
777,14239 SHERWOOD CIR MAGALIA CA 95954,Affected (1-9%),,Leon,,,14239 SHERWOOD CIR,MAGALIA,CA,95954,14239 SHERWOOD CIR MAGALIA,777
778,14482 HOLMWOOD DR MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,14482 HOLMWOOD DR,MAGALIA,CA,95954,14482 HOLMWOOD DR MAGALIA,778
779,3013 SUNNYSIDE LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,3013 SUNNYSIDE LN,PARADISE,CA,95969,3013 SUNNYSIDE LN PARADISE,779
780,190 SUTTER RD PARADISE CA 95969,Destroyed (>50%),Addr#698,,,,190 SUTTER RD,PARADISE,CA,95969,190 SUTTER RD PARADISE,780
781,819 BILLE RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,819 BILLE RD,PARADISE,CA,95969,819 BILLE RD PARADISE,781
782,6799 SKWY #40 Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,6799 SKWY #40,Paradise,CA,95969,6799 SKWY #40 Paradise,782
783,6025 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6025 HAZEL WAY,PARADISE,CA,95969,6025 HAZEL WAY PARADISE,783
784,1525 MOR-DELL RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1525 MOR-DELL RD,PARADISE,CA,95969,1525 MOR-DELL RD PARADISE,784
785,92 Pearson rd #C Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,92 Pearson rd #C,Paradise,CA,95969,92 Pearson rd #C Paradise,785
786,6569 FIRLAND DR PARADISE CA 95969,Destroyed (>50%),Addr#747,CC Hwang,,,6569 FIRLAND DR,PARADISE,CA,95969,6569 FIRLAND DR PARADISE,786
787,3553 SKYCREST DR OROVILLE CA 95965,Destroyed (>50%),,CC Hwang,,,3553 SKYCREST DR,OROVILLE,CA,95965,3553 SKYCREST DR OROVILLE,787
788,1867 NORWOOD DR PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1867 NORWOOD DR,PARADISE,CA,95969,1867 NORWOOD DR PARADISE,788
789,5084 PENTZ RD #29 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5084 PENTZ RD #29,PARADISE,CA,95969,5084 PENTZ RD #29 PARADISE,789
790,6159 SAWMILL RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6159 SAWMILL RD,PARADISE,CA,95969,6159 SAWMILL RD PARADISE,790
791,7726 SKWY #33 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,7726 SKWY #33,PARADISE,CA,95969,7726 SKWY #33 PARADISE,791
792,1080 BUSCHMANN RD #19 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1080 BUSCHMANN RD #19,PARADISE,CA,95969,1080 BUSCHMANN RD #19 PARADISE,792
793,1466 JONES LN PARADISE CA 95965,Destroyed (>50%),,CC Hwang,,,1466 JONES LN,PARADISE,CA,95965,1466 JONES LN PARADISE,793
794,1090 shadowbrook way #21 Paradise CA 94969,Destroyed (>50%),,CC Hwang,,,1090 shadowbrook way #21,Paradise,CA,94969,1090 shadowbrook way #21 Paradise,794
795,6392 LORRIE LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6392 LORRIE LN,PARADISE,CA,95969,6392 LORRIE LN PARADISE,795
796,5805 YORKSHIRE DR PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5805 YORKSHIRE DR,PARADISE,CA,95969,5805 YORKSHIRE DR PARADISE,796
797,1650 JARAMILLO LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1650 JARAMILLO LN,PARADISE,CA,95969,1650 JARAMILLO LN PARADISE,797
798,6671 TWIN OAKS DR PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6671 TWIN OAKS DR,PARADISE,CA,95969,6671 TWIN OAKS DR PARADISE,798
799,5565 gramercy PL Paradise CA 95969,Destroyed (>50%),,CC Hwang,,,5565 gramercy PL,Paradise,CA,95969,5565 gramercy PL Paradise,799
800,5715 NEWMAN AVE PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5715 NEWMAN AVE,PARADISE,CA,95969,5715 NEWMAN AVE PARADISE,800
801,5664 CLARA LN #B PARADISE CA 95969,Destroyed (>50%),,Bob,,,5664 CLARA LN #B,PARADISE,CA,95969,5664 CLARA LN #B PARADISE,801
802,13693 MOOZ CT MAGALIA CA 95954,Destroyed (>50%),,Bob,,,13693 MOOZ CT,MAGALIA,CA,95954,13693 MOOZ CT MAGALIA,802
803,6758 CLARK RD PARADISE CA 95969,Affected (1-9%),,CC Hwang,,,6758 CLARK RD,PARADISE,CA,95969,6758 CLARK RD PARADISE,803
804,1684 MULBERRY LN PARADISE CA 95969,Destroyed (>50%),,Bob,,,1684 MULBERRY LN,PARADISE,CA,95969,1684 MULBERRY LN PARADISE,804
805,1294 WOODCROFT RD PARADISE CA 95969,Destroyed (>50%),,Bob,,,1294 WOODCROFT RD,PARADISE,CA,95969,1294 WOODCROFT RD PARADISE,805
